[Class 1], LDA, 1, 0.7497127697946067, 0.06333597494399087
[Class 2], LDA, 1, 0.6713170985326559, 0.06786543560518882
[General], LDA, 1, 0.704729168240538, 0.04880292037107487
[Class 1], LDA, 2, 0.7543750173410111, 0.07055080832843409
[Class 2], LDA, 2, 0.6878034285638776, 0.0742777146406255
[General], LDA, 2, 0.7175719573921583, 0.05488336125547427
[Class 1], LDA, 3, 0.740659109769232, 0.08797519427310735
[Class 2], LDA, 3, 0.7094858566255126, 0.08409866156337222
[General], LDA, 3, 0.722312457505477, 0.05942196392150505
[Class 1], LDA, 4, 0.7302303558922023, 0.08800535569009942
[Class 2], LDA, 4, 0.7165519088528551, 0.08826720634674563
[General], LDA, 4, 0.7211414973181233, 0.06333912365214185
[Class 1], LDA, 5, 0.7376323928409578, 0.09387433197701218
[Class 2], LDA, 5, 0.7193468515387521, 0.06089777268194016
[General], LDA, 5, 0.7269207524363527, 0.0605856888223529
[Class 1], LDA, 6, 0.743211843259118, 0.09005214709434016
[Class 2], LDA, 6, 0.7237600076147466, 0.05974209501340874
[General], LDA, 6, 0.7315479338218631, 0.06179396285889581
[Class 1], LDA, 7, 0.7411086686559434, 0.10117589108706945
[Class 2], LDA, 7, 0.7138115801366075, 0.07199477543262389
[General], LDA, 7, 0.7257875651582685, 0.06226885860862005
[Class 1], LDA, 8, 0.0, 0.0
[Class 2], LDA, 8, 0.0, 0.0
[General], LDA, 8, 0.0, 0.0
[Class 1], QDA, 1, 0.09642830238015364, 0.04881362533942296
[Class 2], QDA, 1, 0.928778058101812, 0.038733690659127344
[General], QDA, 1, 0.5461962680365641, 0.04981335975772399
[Class 1], QDA, 2, 0.09412415491471585, 0.05241663517140054
[Class 2], QDA, 2, 0.928778058101812, 0.038733690659127344
[General], QDA, 2, 0.5450441943038452, 0.05140264636740044
[Class 1], QDA, 3, 0.09412415491471585, 0.05241663517140054
[Class 2], QDA, 3, 0.928778058101812, 0.038733690659127344
[General], QDA, 3, 0.5450441943038452, 0.05140264636740044
[Class 1], QDA, 4, 0.09642830238015364, 0.04881362533942296
[Class 2], QDA, 4, 0.9266772177656778, 0.04331647542685244
[General], QDA, 4, 0.5450253078492105, 0.05049549986535486
[Class 1], QDA, 5, 0.09880925476110602, 0.04811178742341781
[Class 2], QDA, 5, 0.9269743062980603, 0.03734942353352069
[General], QDA, 5, 0.5461962680365642, 0.047038557049727356
[Class 1], QDA, 6, 0.10975917854473392, 0.052738164320831955
[Class 2], QDA, 6, 0.928970718898188, 0.034341803359269556
[General], QDA, 6, 0.5520510689733323, 0.05351166886636216
[Class 1], QDA, 7, 0.10975917854473392, 0.052738164320831955
[Class 2], QDA, 7, 0.928970718898188, 0.034341803359269556
[General], QDA, 7, 0.5520510689733323, 0.05351166886636216
[Class 1], QDA, 8, 0.0, 0.0
[Class 2], QDA, 8, 0.0, 0.0
[General], QDA, 8, 0.0, 0.0
[Class 1], GaussianNB, 1, 0.7940801591925856, 0.07252290061559044
[Class 2], GaussianNB, 1, 0.6053739120486724, 0.07020872185924269
[General], GaussianNB, 1, 0.6919241519981869, 0.04708306396798444
[Class 1], GaussianNB, 2, 0.8012477582801754, 0.07840777063480249
[Class 2], GaussianNB, 2, 0.6305201705915154, 0.06145695214347318
[General], GaussianNB, 2, 0.7082987081665032, 0.053490697478010975
[Class 1], GaussianNB, 3, 0.7871635843807303, 0.0929491782821347
[Class 2], GaussianNB, 3, 0.6604566863214997, 0.058480157180499676
[General], GaussianNB, 3, 0.717590843846793, 0.0637089050872835
[Class 1], GaussianNB, 4, 0.6666133992838267, 0.10771620255914516
[Class 2], GaussianNB, 4, 0.7822038479905128, 0.06654754819858119
[General], GaussianNB, 4, 0.7280161668051672, 0.06398680938150561
[Class 1], GaussianNB, 5, 0.6652499228587739, 0.11623098865115221
[Class 2], GaussianNB, 5, 0.7688547653992576, 0.06220788465330973
[General], GaussianNB, 5, 0.7210470650449498, 0.06447447249954145
[Class 1], GaussianNB, 6, 0.6781871013143855, 0.12209223925925859
[Class 2], GaussianNB, 6, 0.7445689617609873, 0.06895540061406882
[General], GaussianNB, 6, 0.714021303920828, 0.06952216571073873
[Class 1], GaussianNB, 7, 0.6299278908201521, 0.11785535016685411
[Class 2], GaussianNB, 7, 0.7724861625387817, 0.0683965309995037
[General], GaussianNB, 7, 0.7059001284278915, 0.06971044388700524
[Class 1], GaussianNB, 8, 0.0, 0.0
[Class 2], GaussianNB, 8, 0.0, 0.0
[General], GaussianNB, 8, 0.0, 0.0
[Class 1], LogRegression, 1, 0.5628801927395602, 0.06883622202860655
[Class 2], LogRegression, 1, 0.7570156399799738, 0.05669007938072039
[General], LogRegression, 1, 0.6673717609730303, 0.05450519555677151
[Class 1], LogRegression, 2, 0.5654173151153923, 0.06881715382959235
[Class 2], LogRegression, 2, 0.7521882032265409, 0.05093448197501493
[General], LogRegression, 2, 0.6662008007856766, 0.04618298538212809
[Class 1], LogRegression, 3, 0.5514643548681368, 0.09644079682979888
[Class 2], LogRegression, 3, 0.7874112247873234, 0.06921504573071187
[General], LogRegression, 3, 0.6778726297499433, 0.05335555470724825
[Class 1], LogRegression, 4, 0.5514643548681368, 0.09644079682979888
[Class 2], LogRegression, 4, 0.7874112247873234, 0.06921504573071187
[General], LogRegression, 4, 0.6778726297499433, 0.05335555470724825
[Class 1], LogRegression, 5, 0.5661070354479698, 0.09080664931873064
[Class 2], LogRegression, 5, 0.7528551038934416, 0.06354985582162478
[General], LogRegression, 5, 0.6662008007856767, 0.05277816283976419
